Interactions associated to O00141
ID	Name	DTHybrid	kbmf	minhash	RLS	svm	drugbank	stitch	kiba	integrative
11199873	SureCN5888202	0	0	0	0	0.859	0	0	0	0.043	
11202500	SureCN4833479	0	0	0	0	0.35	0	0	0	0.017	
11203237	CHEBI:419970	0	0	0	0	0.048	0	0	0	0.002	
11203436	CHEBI:399108	0	0	0	0	0.206	0	0	0	0.01	
11203579	TX-2036	0	0	0	0	0.62	0	0	0	0.031	
11248501	SureCN6241924	0	0	0	0	0	0	0.57	0.026	0.432	
11281388	SureCN5770065	0	0	0	0	0.501	0	0	0	0.025	
11341869	SKI-758	0	0	0	0	0.418	0	0	0	0.021	
11362027	CHEBI:501023	0	0	0	0	0.116	0	0	0	0.006	
11375010	CHEMBL410100	0	0	0	0	0.171	0	0	0	0.009	
11410765	CHEBI:420142	0	0	0	0	0.341	0	0	0	0.017	
11415352	CHEMBL1957670	0	0	0	0	0.688	0	0	0	0.034	
11448608	pyrido-thieno-pyrimidine	 6d	0	0	0	0	0	0	0	0	0	
11464544	CHEBI:423123	0	0	0	0	0.263	0	0	0	0.013	
11496628	AT9283	0	0	0	0.042	0	0	0	0	0.002	
11509538	SureCN1601095	0	0	0	0	0.168	0	0	0	0.008	
11509539	SureCN1600744	0	0	0	0	0.191	0	0	0	0.01	
11519486	CHEMBL258046	0	0	0	0	0.667	0	0	0	0.033	
11524144	AMPK inhibitor	0	0	0	0	0	0	0.24	0	0.178	
11524833	SureCN1601941	0	0	0	0	0.052	0	0	0	0.003	
11539329	Kinome_3024	0	0	0	0	0	0	0	0	0	
11540547	SureCN3990270	0	0	0	0	0.823	0	0	0	0.041	
11541124	SureCN3995550	0	0	0	0	0.657	0	0	0	0.033	
11544170	M Mg	0	0	0	0	0	0	0.976	0.041	0.726	
11545267	CHEBI:449589	0	0	0	0	0.198	0	0	0	0.01	
11548497	CHEMBL270368	0	0	0	0	0.509	0	0	0	0.025	
11559383	SureCN1552249	0	0	0	0	0.495	0	0	0	0.025	
11562728	CHEMBL271087	0	0	0	0	0.539	0	0	0	0.027	
11568147	SureCN1599896	0	0	0	0	0	0	0.192	0	0.143	
11573615	SureCN1551725	0	0	0	0	0.766	0	0	0	0.038	
11574218	CHEBI:428439	0	0	0	0	0.003	0	0	0	0	
11581855	CHEBI:449324	0	0	0	0	0.407	0	0	0	0.02	
11590363	Kinome_3028	0	0	0	0	0	0	0	0	0	
11592328	SureCN4278437	0	0	0	0	0.564	0	0	0	0.028	
11603769	CHEBI:449325	0	0	0	0	0.407	0	0	0	0.02	
11607450	SureCN3893092	0	0	0	0	0.192	0	0	0	0.01	
11620477	CHEMBL256195	0	0	0	0	0.433	0	0	0	0.022	
11624223	CHEBI:406604	0	0	0	0	0.869	0	0	0	0.043	
11624601	JNK inhibitor VIII	0	0	0	0	0	0	0	0	0	
11624847	CHEBI:428438	0	0	0	0	0.003	0	0	0	0	
11639899	SureCN1600675	0	0	0	0	0.24	0	0	0	0.012	
11640926	Kinome_3027	0	0	0	0	0	0	0	0	0	
11644425	CGP57380	0	0	0	0	0	0	0.167	0	0.124	
11649146	CHEBI:1175942	0	0	0	0	0.165	0	0	0	0.008	
11650224	SureCN3993796	0	0	0	0	0.289	0	0	0	0.014	
11658882	Kinome_3019	0	0	0	0	0	0	0	0	0	
11684684	SureCN1406234	0	0	0	0	0.233	0	0	0	0.012	
11685293	CHEBI:434499	0	0	0	0	0.709	0	0	0	0.035	
11685347	CHEBI:454106	0	0	0	0	0.319	0	0	0	0.016	
11714580	PF-03715455	0	0	0	0	0.286	0	0	0	0.014	
11715520	Kinome_3025	0	0	0	0	0	0	0	0	0	
11720813	CHEMBL255547	0	0	0	0	0.051	0	0	0	0.003	
11744373	SureCN5732947	0	0	0	0	0.776	0	0	0	0.039	
11753012	SureCN4830299	0	0	0	0	0.124	0	0	0	0.006	
11759868	CHEMBL85985	0	0	0	0	0.163	0	0	0	0.008	
11797210	CHEMBL94718	0	0	0	0	0.353	0	0	0	0.018	
11803489	SureCN3131811	0	0	0	0	0.624	0	0	0	0.031	
11844913	SureCN1266046	0	0	0	0	0.256	0	0	0	0.013	
11856271	SureCN5820019	0	0	0	0	0.839	0	0	0	0.042	
11856273	SureCN5803487	0	0	0	0	0.759	0	0	0	0.038	
11856528	SureCN5807141	0	0	0	0	0.776	0	0	0	0.039	
11856529	SureCN5803093	0	0	0	0	0.746	0	0	0	0.037	
11856530	SureCN5804955	0	0	0	0	0.562	0	0	0	0.028	
11857236	g----96	0	0	0	0	0.435	0	0	0	0.022	
11952989	g Mg	0	0	0	0	0	0	0.976	0.038	0.726	
11953177	SureCN3771129	0	0	0	0	0	0	0.411	0.013	0.311	
11959186	SureCN4595513	0	0	0	0	0.464	0	0	0	0.023	
11959190	SureCN5067898	0	0	0	0	0.464	0	0	0	0.023	
11959284	SureCN4649582	0	0	0	0	0.041	0	0	0	0.002	
11959286	SureCN4595762	0	0	0	0	0.263	0	0	0	0.013	
11959310	SureCN4596182	0	0	0	0	0.263	0	0	0	0.013	
11959314	HMS3305B07	0	0	0	0	0.229	0	0	0	0.011	
11959513	SureCN4596225	0	0	0	0	0.056	0	0	0	0.003	
11959550	SureCN5067971	0	0	0	0	0.056	0	0	0	0.003	
11959682	HMS3305B03	0	0	0	0	0.435	0	0	0	0.022	
11959683	HMS3305H11	0	0	0	0	0.435	0	0	0	0.022	
11959684	SureCN4595238	0	0	0	0	0.435	0	0	0	0.022	
11974417	CHEMBL2036005	0	0	0	0	0.939	0	0	0	0.047	
12004374	CHEBI:498794	0	0	0	0	0.702	0	0	0	0.035	
12004396	CHEBI:498736	0	0	0	0	0.292	0	0	0	0.015	
127757	Ro-32-0432	0	0	0	0.004	0	0	0	0	0	
129236	CKI-7	0	0	0	0	0	0	0.766	0	0.569	
132047	Echiguanine A	0	0	0	0	0.758	0	0	0	0.038	
132048	Echiguanine B	0	0	0	0	0.732	0	0	0	0.037	
15625	dioxin	0	0	0	0	0	0	0	0	0	
15872392	SureCN4593956	0	0	0	0	0.696	0	0	0	0.035	
15872401	SureCN4917851	0	0	0	0	0.042	0	0	0	0.002	
15872403	SB-250715	0	0	0	0	0.482	0	0	0	0.024	
15872409	SB-254169	0	0	0	0	0.118	0	0	0	0.006	
15887011	SureCN6946413	0	0	0	0	0.088	0	0	0	0.004	
15907933	4-alkynyl oxindole 7l	0	0	0	0	0.16	0	0	0	0.008	
15953778	CTK4I8225	0	0	0	0	0.323	0	0	0	0.016	
16007116	Kinome_2553	0	0	0	0	0	0	0	0	0	
16046126	1 cd	0	0	0	0	0	0	0	0.001	0.001	
16086307	CHEBI:458755	0	0	0	0	0.633	0	0	0	0.032	
16086315	CHEBI:458442	0	0	0	0	0.854	0	0	0	0.043	
16086335	CHEBI:458756	0	0	0	0	0.825	0	0	0	0.041	
16086337	CHEBI:458365	0	0	0	0	0.689	0	0	0	0.034	
16086341	CHEBI:458440	0	0	0	0	0.867	0	0	0	0.043	
16086343	CHEBI:458441	0	0	0	0	0.799	0	0	0	0.04	
16095342	GSK269962A	0	0	0	0.018	0	0	0	0	0.001	
16121514	ARC-903	0	0	0	0.029	0	0	0	0	0.001	
16221284	pyrazoloquinazoline deriv.	 6	0	0	0	0	0.033	0	0	0	0.002	
16221285	pyrazoloquinazoline deriv.	 7	0	0	0	0	0.03	0	0	0	0.002	
16221286	pyrazoloquinazoline deriv.	 9	0	0	0	0	0.03	0	0	0	0.002	
16221338	SureCN4288016	0	0	0	0	0.158	0	0	0	0.008	
16221339	SureCN4290704	0	0	0	0	0.636	0	0	0	0.032	
16221627	SureCN4289365	0	0	0	0	0.333	0	0	0	0.017	
16221628	SureCN4289024	0	0	0	0	0.32	0	0	0	0.016	
16221630	SureCN4290803	0	0	0	0	0.033	0	0	0	0.002	
16224745	SCH 900776	0	0	0	0	0.35	0	0	0	0.017	
16224746	CHEBI:1157776	0	0	0	0	0.447	0	0	0	0.022	
16226179	CHEBI:1157782	0	0	0	0	0.934	0	0	0	0.047	
16226383	CHEBI:1157783	0	0	0	0	0.345	0	0	0	0.017	
16230	amiloride	0	0	0	0	0	0	0.425	0	0.316	
16657876	SureCN6436321	0	0	0	0	0.538	0	0	0	0.027	
16657879	SureCN6437930	0	0	0	0	0.538	0	0	0	0.027	
16657882	SureCN6436494	0	0	0	0	0.675	0	0	0	0.034	
16657950	SureCN6433049	0	0	0	0	0.236	0	0	0	0.012	
16658031	SureCN6433166	0	0	0	0	0.257	0	0	0	0.013	
16658108	SureCN6436121	0	0	0	0	0.693	0	0	0	0.035	
16658112	cyclic deriv. 32	0	0	0	0	0.41	0	0	0	0.02	
16658181	cyclic deriv. 34	0	0	0	0	0.705	0	0	0	0.035	
16658246	cyclic deriv. 37	0	0	0	0	0.159	0	0	0	0.008	
16658248	cycloleucine deriv. 38	0	0	0	0	0.318	0	0	0	0.016	
16658408	SureCN6438812	0	0	0	0	0.59	0	0	0	0.029	
16658409	SureCN6434310	0	0	0	0	0.307	0	0	0	0.015	
16658742	substituted glycine deriv. 16	0	0	0	0	0.093	0	0	0	0.005	
16658805	SureCN6437300	0	0	0	0	0.307	0	0	0	0.015	
16666228	SureCN8241428	0	0	0	0	0.098	0	0	0	0.005	
16725726	GSK690693	0	0	0	0.036	0	0	0	0	0.002	
16736978	CC34	0	0	0	0	0	0	0.793	0	0.589	
16739918	SureCN824012	0	0	0	0	0.683	0	0	0	0.034	
17941451	SureCN667387	0	0	0	0	0.478	0	0	0	0.024	
17981636	CHEMBL271059	0	0	0	0	0.048	0	0	0	0.002	
17981639	SureCN5772247	0	0	0	0	0.484	0	0	0	0.024	
17981826	CHEMBL258150	0	0	0	0	0.006	0	0	0	0	
188534	AC1L4N01	0	0	0	0.005	0	0	0	0	0	
20079626	SureCN9167725	0	0	0	0	0	0	0	0	0	
20585251	CHEBI:406508	0	0	0	0	0.554	0	0	0	0.028	
20585253	CHEBI:406661	0	0	0	0	0.86	0	0	0	0.043	
20585255	CHEBI:406505	0	0	0	0	0.867	0	0	0	0.043	
20585257	CHEBI:406650	0	0	0	0	0.695	0	0	0	0.035	
20585281	CHEBI:406614	0	0	0	0	0.867	0	0	0	0.043	
20585284	CHEBI:406694	0	0	0	0	0.85	0	0	0	0.042	
20585285	CHEBI:406499	0	0	0	0	0.902	0	0	0	0.045	
20585289	CHEBI:406729	0	0	0	0	0.831	0	0	0	0.042	
21672114	SureCN2020276	0	0	0	0	0.645	0	0	0	0.032	
21991073	SureCN2204762	0	0	0	0	0.553	0	0	0	0.028	
22040407	SureCN2893460	0	0	0	0	0.098	0	0	0	0.005	
22040722	SureCN2893001	0	0	0	0	0.049	0	0	0	0.002	
22049899	SureCN4378005	0	0	0	0	0.475	0	0	0	0.024	
22049990	SureCN4383509	0	0	0	0	0.588	0	0	0	0.029	
22049997	I4-5	0	0	0	0	0.279	0	0	0	0.014	
22050029	SureCN4378769	0	0	0	0	0.199	0	0	0	0.01	
22050036	SureCN4382884	0	0	0	0	0.288	0	0	0	0.014	
22050143	SureCN4378481	0	0	0	0	0.11	0	0	0	0.005	
22050381	SureCN4377556	0	0	0	0	0.637	0	0	0	0.032	
22050521	SureCN4374179	0	0	0	0	0.19	0	0	0	0.009	
22050534	SureCN4382895	0	0	0	0	0.136	0	0	0	0.007	
22050683	SureCN4378190	0	0	0	0	0.322	0	0	0	0.016	
22051155	SureCN4376181	0	0	0	0	0.258	0	0	0	0.013	
22064346	Chk1_49	0	0	0	0	0.599	0	0	0	0.03	
22064355	Chk1 48	0	0	0	0	0.46	0	0	0	0.023	
22258981	CHEBI:406702	0	0	0	0	0.904	0	0	0	0.045	
22287158	CHEMBL70898	0	0	0	0	0.727	0	0	0	0.036	
22287325	SureCN6347970	0	0	0	0	0.101	0	0	0	0.005	
22647955	SureCN6672308	0	0	0	0	0.654	0	0	0	0.033	
22648115	SureCN6666980	0	0	0	0	0.328	0	0	0	0.016	
22648200	SureCN6672466	0	0	0	0	0.438	0	0	0	0.022	
22743123	SureCN6748372	0	0	0	0	0.039	0	0	0	0.002	
2336	benzo(a)pyrene	0	0	0	0	0	0	0	0	0	
23532566	CHEBI:434202	0	0	0	0	0.766	0	0	0	0.038	
23532607	CHEBI:434065	0	0	0	0	0.879	0	0	0	0.044	
23532667	CHEBI:434373	0	0	0	0	0.303	0	0	0	0.015	
23532674	CHEBI:434172	0	0	0	0	0.731	0	0	0	0.037	
23532675	CHEBI:434487	0	0	0	0	0.795	0	0	0	0.04	
23532688	CHEBI:434414	0	0	0	0	0.873	0	0	0	0.044	
23532689	CHEBI:434404	0	0	0	0	0.873	0	0	0	0.044	
23532696	CHEBI:434521	0	0	0	0	0.481	0	0	0	0.024	
23532736	CHEBI:434084	0	0	0	0	0.771	0	0	0	0.039	
23532737	CHEBI:434500	0	0	0	0	0.634	0	0	0	0.032	
23532740	CHEBI:337400	0	0	0	0	0.463	0	0	0	0.023	
23532851	CHEBI:434408	0	0	0	0	0.694	0	0	0	0.035	
23532872	CHEBI:434494	0	0	0	0	0.802	0	0	0	0.04	
23532873	CHEBI:434427	0	0	0	0	0.708	0	0	0	0.035	
23541640	CHEBI:725513	0	0	0	0	0.081	0	0	0	0.004	
23585534	SureCN212421	0	0	0	0	0.419	0	0	0	0.021	
23645057	C-4 substituted oxindole inhibitor 7b	0	0	0	0	0.151	0	0	0	0.008	
23645058	C-4 substituted oxindole inhibitor  7c	0	0	0	0	0.498	0	0	0	0.025	
23645062	C-4 substituted oxindole inhibitor 7g	0	0	0	0	0.62	0	0	0	0.031	
23645063	C-4 substituted oxindole inhibitor 7h	0	0	0	0	0.527	0	0	0	0.026	
23645064	C-4 substituted oxindole inhibitor 7i	0	0	0	0	0.358	0	0	0	0.018	
23645065	C-4 substituted oxindole inhibitor 7j	0	0	0	0	0.832	0	0	0	0.042	
23645066	C-4 substituted oxindole inhibitor 7k	0	0	0	0	0.059	0	0	0	0.003	
23645067	C-4 substituted oxindole inhibitor 7l	0	0	0	0	0.911	0	0	0	0.046	
23645068	C-4 substituted oxindole inhibitor 7m	0	0	0	0	0.583	0	0	0	0.029	
23645078	4-alkynyl oxindole 7j	0	0	0	0	0.008	0	0	0	0	
23645079	4-alkynyl oxindole 7k	0	0	0	0	0.16	0	0	0	0.008	
23645080	4-alkynyl oxindole 7m	0	0	0	0	0.16	0	0	0	0.008	
23645081	4-alkynyl oxindole 7n	0	0	0	0	0.715	0	0	0	0.036	
23647643	pyrimido-pyrimidine	 36	0	0	0	0	0.3	0	0	0	0.015	
23647646	pyrimido-pyrimidine	 39	0	0	0	0	0.271	0	0	0	0.014	
23649241	SureCN2576346	0	0	0	0	0.272	0	0	0	0.014	
23729140	DEL-A	 6	0	0	0	0	0.535	0	0	0	0.027	
2396	GF109203X	0	0	0	0	0	0	0.362	0	0.269	
24748788	CHEBI:505420	0	0	0	0	0.732	0	0	0	0.037	
24750416	CHEBI:505416	0	0	0	0	0.657	0	0	0	0.033	
24755476	3c5u	0	0	0	0	0.543	0	0	0	0.027	
24767908	DEL-A	 9	0	0	0	0	0.67	0	0	0	0.034	
24767910	DEL-A	 8	0	0	0	0	0.298	0	0	0	0.015	
24783396	CHEBI:1247128	0	0	0	0	0.605	0	0	0	0.03	
24783593	SureCN2263920	0	0	0	0	0.553	0	0	0	0.028	
24783594	SureCN2262845	0	0	0	0	0.553	0	0	0	0.028	
24786151	SureCN2417871	0	0	0	0	0.394	0	0	0	0.02	
24788164	SureCN191072	0	0	0	0	0.476	0	0	0	0.024	
24788623	SureCN191438	0	0	0	0	0.35	0	0	0	0.017	
24788739	SureCN192659	0	0	0	0	0.716	0	0	0	0.036	
24788740	0 RF	0	0	0	0	0.452	0	0	0	0.023	
24825716	3-cyanoquinoline	 29	0	0	0	0	0.275	0	0	0	0.014	
24877716	CHEBI:730308	0	0	0	0	0.208	0	0	0	0.01	
24878503	SureCN5097035	0	0	0	0	0.34	0	0	0	0.017	
24885607	CHEBI:251687	0	0	0	0	0.235	0	0	0	0.012	
24889248	CHEBI:1155481	0	0	0	0	0.36	0	0	0	0.018	
24889587	CHEBI:1155482	0	0	0	0	0.311	0	0	0	0.016	
24894020	CHEBI:568314	0	0	0	0	0.329	0	0	0	0.016	
24905332	CHEMBL1242287	0	0	0	0	0.094	0	0	0	0.005	
24905761	CHEBI:567760	0	0	0	0	0.134	0	0	0	0.007	
24948938	SureCN11341643	0	0	0	0	0.427	0	0	0	0.021	
24949292	SureCN2572786	0	0	0	0	0.548	0	0	0	0.027	
24949446	SureCN2579303	0	0	0	0	0.338	0	0	0	0.017	
24963049	SureCN4595913	0	0	0	0	0.324	0	0	0	0.016	
24968572	SureCN1528793	0	0	0	0	0.305	0	0	0	0.015	
24968575	SureCN1528813	0	0	0	0	0.154	0	0	0	0.008	
24971408	isothiazole	 5i	0	0	0	0	0.193	0	0	0	0.01	
24991569	SureCN3143789	0	0	0	0	0.114	0	0	0	0.006	
25022668	GSK650394	0.806	0	0	0	0	0	0.945	0.747	0.778	
25023834	SureCN12786964	0	0	0	0	0.426	0	0	0	0.021	
25023835	CHEMBL236928	0	0	0	0	0.101	0	0	0	0.005	
25026491	CHEBI:711799	0	0	0	0	0.137	0	0	0	0.007	
25060411	SureCN4745272	0	0	0	0	0.701	0	0	0	0.035	
25060675	SureCN4741779	0	0	0	0	0.063	0	0	0	0.003	
25064527	SureCN3579755	0	0	0	0	0.38	0	0	0	0.019	
25065561	SureCN3570153	0	0	0	0	0.023	0	0	0	0.001	
25066412	SureCN3575206	0	0	0	0	0.138	0	0	0	0.007	
25066413	SureCN3580312	0	0	0	0	0.684	0	0	0	0.034	
25066414	SureCN3583858	0	0	0	0	0.534	0	0	0	0.027	
25066416	SureCN3577594	0	0	0	0	0.383	0	0	0	0.019	
25096016	SureCN2457919	0	0	0	0	0.165	0	0	0	0.008	
25113180	3f5p	0	0	0	0	0.346	0	0	0	0.017	
25113875	SureCN1780018	0	0	0	0	0.149	0	0	0	0.007	
25137969	furan-based compound	 12	0	0	0	0	0.046	0	0	0	0.002	
25137970	pyrrole-based compound	 13	0	0	0	0	0.309	0	0	0	0.015	
25137971	furan-based compound	 14	0	0	0	0	0.719	0	0	0	0.036	
25137972	furan-based compound	 15	0	0	0	0	0.53	0	0	0	0.027	
25137974	SB-699393	0	0	0	0	0.379	0	0	0	0.019	
2514	cadmium	0	0	0	0	0	0	0	0	0	
25145005	CHEBI:1162281	0	0	0	0	0.241	0	0	0	0.012	
25153410	CHEBI:731456	0	0	0	0	0.035	0	0	0	0.002	
25153621	CHEBI:731218	0	0	0	0	0.479	0	0	0	0.024	
25153624	CHEBI:1163801	0	0	0	0	0.161	0	0	0	0.008	
25154041	CC 66	0	0	0	0	0.151	0	0	0	0.008	
25167905	CHEMBL402902	0	0	0	0	0.639	0	0	0	0.032	
25170562	SureCN926377	0	0	0	0	0.161	0	0	0	0.008	
25170563	SureCN925542	0	0	0	0	0.366	0	0	0	0.018	
25170991	SureCN925332	0	0	0	0	0.688	0	0	0	0.034	
25172270	SureCN3075929	0	0	0	0	0.687	0	0	0	0.034	
25178327	CHEBI:553783	0	0	0	0	0.201	0	0	0	0.01	
25178539	CHEBI:553859	0	0	0	0	0.702	0	0	0	0.035	
25210518	pyrazolourea	 1a	0	0	0	0	0.282	0	0	0	0.014	
25210521	CHEBI:679744	0	0	0	0	0.382	0	0	0	0.019	
25211674	CHEBI:550331	0	0	0	0	0.535	0	0	0	0.027	
25218652	Pyrido[2	3-d]pyrimidin-5-one	 28	0	0	0	0	0.519	0	0	0	0.026	
25218803	3-cyanoquinoline	 23	0	0	0	0	0.791	0	0	0	0.04	
25218804	3-cyanoquinoline	 24	0	0	0	0	0.308	0	0	0	0.015	
25218806	3-cyanoquinoline	 26	0	0	0	0	0.35	0	0	0	0.017	
25218808	3-cyanoquinoline	 28	0	0	0	0	0.865	0	0	0	0.043	
25218809	3-cyanoquinoline	 30	0	0	0	0	0.223	0	0	0	0.011	
25218810	3-cyanoquinoline	 31	0	0	0	0	0.272	0	0	0	0.014	
25218811	3-cyanoquinoline	 32	0	0	0	0	0.098	0	0	0	0.005	
25218816	3-cyanoquinoline	 37	0	0	0	0	0.466	0	0	0	0.023	
25218817	3-cyanoquinoline	 38	0	0	0	0	0.564	0	0	0	0.028	
25218823	3-cyanoquinoline	 4	0	0	0	0	0.184	0	0	0	0.009	
25229528	SureCN2061630	0	0	0	0	0.972	0	0	0	0.049	
25229638	CHEBI:553151	0	0	0	0	0.87	0	0	0	0.043	
25263284	CHEMBL454470	0	0	0	0	0.107	0	0	0	0.005	
25263288	SureCN14589381	0	0	0	0	0.426	0	0	0	0.021	
25264966	SureCN2191272	0	0	0	0	0.789	0	0	0	0.039	
25269480	CHEBI:1161623	0	0	0	0	0.946	0	0	0	0.047	
25270151	CHEBI:1161621	0	0	0	0	0.768	0	0	0	0.038	
25271172	CHEBI:1161628	0	0	0	0	0.897	0	0	0	0.045	
2733525	tamoxifen	0	0	0	0	0.117	0	0	0	0.006	
3078519	LS-64043	0	0	0	0.02	0	0	0	0	0.001	
3085092	salinomycin	0	0	0	0	0.962	0	0	0	0.048	
312145	wortmannin	0	0	0	0	0	0	0.822	0	0.61	
31307	triamcinolone	0	0	0	0	0	0	0.013	0	0.01	
3657	hydroxyurea	0	0	0	0	0	0	0	0	0	
382058	NSC-669365	0	0	0	0	0.049	0	0	0	0.002	
3973	LY294002	0	0	0	0	0	0	0.1	0	0.074	
42606316	CHEMBL2012903	0	0	0	0	0.137	0	0	0	0.007	
42609338	S14-0232	0	0	0	0	0.236	0	0	0	0.012	
42614390	P50016	0	0	0	0	0.256	0	0	0	0.013	
42646446	SureCN1908949	0	0	0	0	0.363	0	0	0	0.018	
42646706	SureCN1909056	0	0	0	0	0.075	0	0	0	0.004	
4369443	1yw2	0	0	0	0	0.013	0	0	0	0.001	
44137945	cc600	0	0	0	0	0.243	0	0	0	0.012	
44139091	CHEBI:561027	0	0	0	0	0.55	0	0	0	0.028	
44187007	CHEMBL1915448	0	0	0	0	0.824	0	0	0	0.041	
44207795	SureCN4051934	0	0	0	0	0.705	0	0	0	0.035	
44223952	SureCN1675159	0	0	0	0	0.029	0	0	0	0.001	
44223954	SureCN1675205	0	0	0	0	0.403	0	0	0	0.02	
44223967	SureCN1675106	0	0	0	0	0.198	0	0	0	0.01	
44223970	SureCN1675195	0	0	0	0	0.746	0	0	0	0.037	
44223971	SureCN1675158	0	0	0	0	0.637	0	0	0	0.032	
44223973	SureCN1675369	0	0	0	0	0.055	0	0	0	0.003	
44237450	SureCN6524850	0	0	0	0	0.777	0	0	0	0.039	
44242299	SureCN1040695	0	0	0	0	0.822	0	0	0	0.041	
44242362	SureCN989620	0	0	0	0	0.054	0	0	0	0.003	
44242776	3T 8	0	0	0	0	0.821	0	0	0	0.041	
44242777	SureCN988332	0	0	0	0	0.029	0	0	0	0.001	
44259	staurosporine	0	0	0	0	0.206	0	0.874	0	0.659	
